roadmap_id,role_id,roadmap_type,week_number,day_range,topic,skill_id,course_id,project_id,milestone,estimated_hours
RM0856,ROLE036,90-Day,4,Day 22-28,Learning Module 4,SK145,COURSE0145,PROJ0145,Complete Week 4 objectives,10
RM0857,ROLE036,90-Day,5,Day 29-35,Learning Module 5,SK181,COURSE0181,PROJ0181,Complete Week 5 objectives,10
RM0858,ROLE036,90-Day,6,Day 36-42,Learning Module 6,SK217,COURSE0217,PROJ0217,Complete Week 6 objectives,10
RM0859,ROLE036,90-Day,7,Day 43-49,Learning Module 7,SK253,COURSE0253,PROJ0253,Complete Week 7 objectives,10
RM0860,ROLE036,90-Day,8,Day 50-56,Learning Module 8,SK010,COURSE0289,PROJ0289,Complete Week 8 objectives,10
RM0861,ROLE036,90-Day,9,Day 57-63,Learning Module 9,SK046,COURSE0325,PROJ0325,Complete Week 9 objectives,10
RM0862,ROLE036,90-Day,10,Day 64-70,Learning Module 10,SK082,COURSE0361,PROJ0361,Complete Week 10 objectives,10
RM0863,ROLE036,90-Day,11,Day 71-77,Learning Module 11,SK118,COURSE0397,PROJ0397,Complete Week 11 objectives,10
RM0864,ROLE036,90-Day,12,Day 78-84,Learning Module 12,SK154,COURSE0433,PROJ0033,Complete Week 12 objectives,10
RM0865,ROLE037,30-Day,1,Day 1-7,Learning Module 1,SK038,COURSE0038,PROJ0038,Complete Week 1 objectives,20
RM0866,ROLE037,30-Day,2,Day 8-14,Learning Module 2,SK075,COURSE0075,PROJ0075,Complete Week 2 objectives,20
RM0867,ROLE037,30-Day,3,Day 15-21,Learning Module 3,SK112,COURSE0112,PROJ0112,Complete Week 3 objectives,20
RM0868,ROLE037,30-Day,4,Day 22-28,Learning Module 4,SK149,COURSE0149,PROJ0149,Complete Week 4 objectives,20
RM0869,ROLE037,60-Day,1,Day 1-7,Learning Module 1,SK038,COURSE0038,PROJ0038,Complete Week 1 objectives,15
RM0870,ROLE037,60-Day,2,Day 8-14,Learning Module 2,SK075,COURSE0075,PROJ0075,Complete Week 2 objectives,15
RM0871,ROLE037,60-Day,3,Day 15-21,Learning Module 3,SK112,COURSE0112,PROJ0112,Complete Week 3 objectives,15
RM0872,ROLE037,60-Day,4,Day 22-28,Learning Module 4,SK149,COURSE0149,PROJ0149,Complete Week 4 objectives,15
RM0873,ROLE037,60-Day,5,Day 29-35,Learning Module 5,SK186,COURSE0186,PROJ0186,Complete Week 5 objectives,15
RM0874,ROLE037,60-Day,6,Day 36-42,Learning Module 6,SK223,COURSE0223,PROJ0223,Complete Week 6 objectives,15
RM0875,ROLE037,60-Day,7,Day 43-49,Learning Module 7,SK260,COURSE0260,PROJ0260,Complete Week 7 objectives,15
RM0876,ROLE037,60-Day,8,Day 50-56,Learning Module 8,SK018,COURSE0297,PROJ0297,Complete Week 8 objectives,15
RM0877,ROLE037,90-Day,1,Day 1-7,Learning Module 1,SK038,COURSE0038,PROJ0038,Complete Week 1 objectives,10
RM0878,ROLE037,90-Day,2,Day 8-14,Learning Module 2,SK075,COURSE0075,PROJ0075,Complete Week 2 objectives,10
RM0879,ROLE037,90-Day,3,Day 15-21,Learning Module 3,SK112,COURSE0112,PROJ0112,Complete Week 3 objectives,10
RM0880,ROLE037,90-Day,4,Day 22-28,Learning Module 4,SK149,COURSE0149,PROJ0149,Complete Week 4 objectives,10
RM0881,ROLE037,90-Day,5,Day 29-35,Learning Module 5,SK186,COURSE0186,PROJ0186,Complete Week 5 objectives,10
RM0882,ROLE037,90-Day,6,Day 36-42,Learning Module 6,SK223,COURSE0223,PROJ0223,Complete Week 6 objectives,10
RM0883,ROLE037,90-Day,7,Day 43-49,Learning Module 7,SK260,COURSE0260,PROJ0260,Complete Week 7 objectives,10
RM0884,ROLE037,90-Day,8,Day 50-56,Learning Module 8,SK018,COURSE0297,PROJ0297,Complete Week 8 objectives,10
RM0885,ROLE037,90-Day,9,Day 57-63,Learning Module 9,SK055,COURSE0334,PROJ0334,Complete Week 9 objectives,10
RM0886,ROLE037,90-Day,10,Day 64-70,Learning Module 10,SK092,COURSE0371,PROJ0371,Complete Week 10 objectives,10
RM0887,ROLE037,90-Day,11,Day 71-77,Learning Module 11,SK129,COURSE0408,PROJ0008,Complete Week 11 objectives,10
RM0888,ROLE037,90-Day,12,Day 78-84,Learning Module 12,SK166,COURSE0445,PROJ0045,Complete Week 12 objectives,10
RM0889,ROLE038,30-Day,1,Day 1-7,Learning Module 1,SK039,COURSE0039,PROJ0039,Complete Week 1 objectives,20
RM0890,ROLE038,30-Day,2,Day 8-14,Learning Module 2,SK077,COURSE0077,PROJ0077,Complete Week 2 objectives,20
RM0891,ROLE038,30-Day,3,Day 15-21,Learning Module 3,SK115,COURSE0115,PROJ0115,Complete Week 3 objectives,20
RM0892,ROLE038,30-Day,4,Day 22-28,Learning Module 4,SK153,COURSE0153,PROJ0153,Complete Week 4 objectives,20
RM0893,ROLE038,60-Day,1,Day 1-7,Learning Module 1,SK039,COURSE0039,PROJ0039,Complete Week 1 objectives,15
RM0894,ROLE038,60-Day,2,Day 8-14,Learning Module 2,SK077,COURSE0077,PROJ0077,Complete Week 2 objectives,15
RM0895,ROLE038,60-Day,3,Day 15-21,Learning Module 3,SK115,COURSE0115,PROJ0115,Complete Week 3 objectives,15
RM0896,ROLE038,60-Day,4,Day 22-28,Learning Module 4,SK153,COURSE0153,PROJ0153,Complete Week 4 objectives,15
RM0897,ROLE038,60-Day,5,Day 29-35,Learning Module 5,SK191,COURSE0191,PROJ0191,Complete Week 5 objectives,15
RM0898,ROLE038,60-Day,6,Day 36-42,Learning Module 6,SK229,COURSE0229,PROJ0229,Complete Week 6 objectives,15
RM0899,ROLE038,60-Day,7,Day 43-49,Learning Module 7,SK267,COURSE0267,PROJ0267,Complete Week 7 objectives,15
RM0900,ROLE038,60-Day,8,Day 50-56,Learning Module 8,SK026,COURSE0305,PROJ0305,Complete Week 8 objectives,15
RM0901,ROLE038,90-Day,1,Day 1-7,Learning Module 1,SK039,COURSE0039,PROJ0039,Complete Week 1 objectives,10
RM0902,ROLE038,90-Day,2,Day 8-14,Learning Module 2,SK077,COURSE0077,PROJ0077,Complete Week 2 objectives,10
RM0903,ROLE038,90-Day,3,Day 15-21,Learning Module 3,SK115,COURSE0115,PROJ0115,Complete Week 3 objectives,10
RM0904,ROLE038,90-Day,4,Day 22-28,Learning Module 4,SK153,COURSE0153,PROJ0153,Complete Week 4 objectives,10
RM0905,ROLE038,90-Day,5,Day 29-35,Learning Module 5,SK191,COURSE0191,PROJ0191,Complete Week 5 objectives,10
RM0906,ROLE038,90-Day,6,Day 36-42,Learning Module 6,SK229,COURSE0229,PROJ0229,Complete Week 6 objectives,10
RM0907,ROLE038,90-Day,7,Day 43-49,Learning Module 7,SK267,COURSE0267,PROJ0267,Complete Week 7 objectives,10
RM0908,ROLE038,90-Day,8,Day 50-56,Learning Module 8,SK026,COURSE0305,PROJ0305,Complete Week 8 objectives,10
RM0909,ROLE038,90-Day,9,Day 57-63,Learning Module 9,SK064,COURSE0343,PROJ0343,Complete Week 9 objectives,10
RM0910,ROLE038,90-Day,10,Day 64-70,Learning Module 10,SK102,COURSE0381,PROJ0381,Complete Week 10 objectives,10
RM0911,ROLE038,90-Day,11,Day 71-77,Learning Module 11,SK140,COURSE0419,PROJ0019,Complete Week 11 objectives,10
RM0912,ROLE038,90-Day,12,Day 78-84,Learning Module 12,SK178,COURSE0457,PROJ0057,Complete Week 12 objectives,10
RM0913,ROLE039,30-Day,1,Day 1-7,Learning Module 1,SK040,COURSE0040,PROJ0040,Complete Week 1 objectives,20
RM0914,ROLE039,30-Day,2,Day 8-14,Learning Module 2,SK079,COURSE0079,PROJ0079,Complete Week 2 objectives,20
RM0915,ROLE039,30-Day,3,Day 15-21,Learning Module 3,SK118,COURSE0118,PROJ0118,Complete Week 3 objectives,20
RM0916,ROLE039,30-Day,4,Day 22-28,Learning Module 4,SK157,COURSE0157,PROJ0157,Complete Week 4 objectives,20
RM0917,ROLE039,60-Day,1,Day 1-7,Learning Module 1,SK040,COURSE0040,PROJ0040,Complete Week 1 objectives,15
RM0918,ROLE039,60-Day,2,Day 8-14,Learning Module 2,SK079,COURSE0079,PROJ0079,Complete Week 2 objectives,15
RM0919,ROLE039,60-Day,3,Day 15-21,Learning Module 3,SK118,COURSE0118,PROJ0118,Complete Week 3 objectives,15
RM0920,ROLE039,60-Day,4,Day 22-28,Learning Module 4,SK157,COURSE0157,PROJ0157,Complete Week 4 objectives,15
RM0921,ROLE039,60-Day,5,Day 29-35,Learning Module 5,SK196,COURSE0196,PROJ0196,Complete Week 5 objectives,15
RM0922,ROLE039,60-Day,6,Day 36-42,Learning Module 6,SK235,COURSE0235,PROJ0235,Complete Week 6 objectives,15
RM0923,ROLE039,60-Day,7,Day 43-49,Learning Module 7,SK274,COURSE0274,PROJ0274,Complete Week 7 objectives,15
RM0924,ROLE039,60-Day,8,Day 50-56,Learning Module 8,SK034,COURSE0313,PROJ0313,Complete Week 8 objectives,15
RM0925,ROLE039,90-Day,1,Day 1-7,Learning Module 1,SK040,COURSE0040,PROJ0040,Complete Week 1 objectives,10
RM0926,ROLE039,90-Day,2,Day 8-14,Learning Module 2,SK079,COURSE0079,PROJ0079,Complete Week 2 objectives,10
RM0927,ROLE039,90-Day,3,Day 15-21,Learning Module 3,SK118,COURSE0118,PROJ0118,Complete Week 3 objectives,10
RM0928,ROLE039,90-Day,4,Day 22-28,Learning Module 4,SK157,COURSE0157,PROJ0157,Complete Week 4 objectives,10
RM0929,ROLE039,90-Day,5,Day 29-35,Learning Module 5,SK196,COURSE0196,PROJ0196,Complete Week 5 objectives,10
RM0930,ROLE039,90-Day,6,Day 36-42,Learning Module 6,SK235,COURSE0235,PROJ0235,Complete Week 6 objectives,10
RM0931,ROLE039,90-Day,7,Day 43-49,Learning Module 7,SK274,COURSE0274,PROJ0274,Complete Week 7 objectives,10
RM0932,ROLE039,90-Day,8,Day 50-56,Learning Module 8,SK034,COURSE0313,PROJ0313,Complete Week 8 objectives,10
RM0933,ROLE039,90-Day,9,Day 57-63,Learning Module 9,SK073,COURSE0352,PROJ0352,Complete Week 9 objectives,10
RM0934,ROLE039,90-Day,10,Day 64-70,Learning Module 10,SK112,COURSE0391,PROJ0391,Complete Week 10 objectives,10
RM0935,ROLE039,90-Day,11,Day 71-77,Learning Module 11,SK151,COURSE0430,PROJ0030,Complete Week 11 objectives,10
RM0936,ROLE039,90-Day,12,Day 78-84,Learning Module 12,SK190,COURSE0469,PROJ0069,Complete Week 12 objectives,10
RM0937,ROLE040,30-Day,1,Day 1-7,Learning Module 1,SK041,COURSE0041,PROJ0041,Complete Week 1 objectives,20
RM0938,ROLE040,30-Day,2,Day 8-14,Learning Module 2,SK081,COURSE0081,PROJ0081,Complete Week 2 objectives,20
RM0939,ROLE040,30-Day,3,Day 15-21,Learning Module 3,SK121,COURSE0121,PROJ0121,Complete Week 3 objectives,20
RM0940,ROLE040,30-Day,4,Day 22-28,Learning Module 4,SK161,COURSE0161,PROJ0161,Complete Week 4 objectives,20
RM0941,ROLE040,60-Day,1,Day 1-7,Learning Module 1,SK041,COURSE0041,PROJ0041,Complete Week 1 objectives,15
RM0942,ROLE040,60-Day,2,Day 8-14,Learning Module 2,SK081,COURSE0081,PROJ0081,Complete Week 2 objectives,15
RM0943,ROLE040,60-Day,3,Day 15-21,Learning Module 3,SK121,COURSE0121,PROJ0121,Complete Week 3 objectives,15
RM0944,ROLE040,60-Day,4,Day 22-28,Learning Module 4,SK161,COURSE0161,PROJ0161,Complete Week 4 objectives,15
RM0945,ROLE040,60-Day,5,Day 29-35,Learning Module 5,SK201,COURSE0201,PROJ0201,Complete Week 5 objectives,15
RM0946,ROLE040,60-Day,6,Day 36-42,Learning Module 6,SK241,COURSE0241,PROJ0241,Complete Week 6 objectives,15
RM0947,ROLE040,60-Day,7,Day 43-49,Learning Module 7,SK002,COURSE0281,PROJ0281,Complete Week 7 objectives,15
RM0948,ROLE040,60-Day,8,Day 50-56,Learning Module 8,SK042,COURSE0321,PROJ0321,Complete Week 8 objectives,15
RM0949,ROLE040,90-Day,1,Day 1-7,Learning Module 1,SK041,COURSE0041,PROJ0041,Complete Week 1 objectives,10
RM0950,ROLE040,90-Day,2,Day 8-14,Learning Module 2,SK081,COURSE0081,PROJ0081,Complete Week 2 objectives,10
RM0951,ROLE040,90-Day,3,Day 15-21,Learning Module 3,SK121,COURSE0121,PROJ0121,Complete Week 3 objectives,10
RM0952,ROLE040,90-Day,4,Day 22-28,Learning Module 4,SK161,COURSE0161,PROJ0161,Complete Week 4 objectives,10
RM0953,ROLE040,90-Day,5,Day 29-35,Learning Module 5,SK201,COURSE0201,PROJ0201,Complete Week 5 objectives,10
RM0954,ROLE040,90-Day,6,Day 36-42,Learning Module 6,SK241,COURSE0241,PROJ0241,Complete Week 6 objectives,10
RM0955,ROLE040,90-Day,7,Day 43-49,Learning Module 7,SK002,COURSE0281,PROJ0281,Complete Week 7 objectives,10
RM0956,ROLE040,90-Day,8,Day 50-56,Learning Module 8,SK042,COURSE0321,PROJ0321,Complete Week 8 objectives,10
RM0957,ROLE040,90-Day,9,Day 57-63,Learning Module 9,SK082,COURSE0361,PROJ0361,Complete Week 9 objectives,10
RM0958,ROLE040,90-Day,10,Day 64-70,Learning Module 10,SK122,COURSE0401,PROJ0001,Complete Week 10 objectives,10
RM0959,ROLE040,90-Day,11,Day 71-77,Learning Module 11,SK162,COURSE0441,PROJ0041,Complete Week 11 objectives,10
RM0960,ROLE040,90-Day,12,Day 78-84,Learning Module 12,SK202,COURSE0481,PROJ0081,Complete Week 12 objectives,10
RM0961,ROLE041,30-Day,1,Day 1-7,Learning Module 1,SK042,COURSE0042,PROJ0042,Complete Week 1 objectives,20
RM0962,ROLE041,30-Day,2,Day 8-14,Learning Module 2,SK083,COURSE0083,PROJ0083,Complete Week 2 objectives,20
RM0963,ROLE041,30-Day,3,Day 15-21,Learning Module 3,SK124,COURSE0124,PROJ0124,Complete Week 3 objectives,20
RM0964,ROLE041,30-Day,4,Day 22-28,Learning Module 4,SK165,COURSE0165,PROJ0165,Complete Week 4 objectives,20
RM0965,ROLE041,60-Day,1,Day 1-7,Learning Module 1,SK042,COURSE0042,PROJ0042,Complete Week 1 objectives,15
RM0966,ROLE041,60-Day,2,Day 8-14,Learning Module 2,SK083,COURSE0083,PROJ0083,Complete Week 2 objectives,15
RM0967,ROLE041,60-Day,3,Day 15-21,Learning Module 3,SK124,COURSE0124,PROJ0124,Complete Week 3 objectives,15
RM0968,ROLE041,60-Day,4,Day 22-28,Learning Module 4,SK165,COURSE0165,PROJ0165,Complete Week 4 objectives,15
RM0969,ROLE041,60-Day,5,Day 29-35,Learning Module 5,SK206,COURSE0206,PROJ0206,Complete Week 5 objectives,15
RM0970,ROLE041,60-Day,6,Day 36-42,Learning Module 6,SK247,COURSE0247,PROJ0247,Complete Week 6 objectives,15
RM0971,ROLE041,60-Day,7,Day 43-49,Learning Module 7,SK009,COURSE0288,PROJ0288,Complete Week 7 objectives,15
RM0972,ROLE041,60-Day,8,Day 50-56,Learning Module 8,SK050,COURSE0329,PROJ0329,Complete Week 8 objectives,15
RM0973,ROLE041,90-Day,1,Day 1-7,Learning Module 1,SK042,COURSE0042,PROJ0042,Complete Week 1 objectives,10
RM0974,ROLE041,90-Day,2,Day 8-14,Learning Module 2,SK083,COURSE0083,PROJ0083,Complete Week 2 objectives,10
RM0975,ROLE041,90-Day,3,Day 15-21,Learning Module 3,SK124,COURSE0124,PROJ0124,Complete Week 3 objectives,10
RM0976,ROLE041,90-Day,4,Day 22-28,Learning Module 4,SK165,COURSE0165,PROJ0165,Complete Week 4 objectives,10
RM0977,ROLE041,90-Day,5,Day 29-35,Learning Module 5,SK206,COURSE0206,PROJ0206,Complete Week 5 objectives,10
RM0978,ROLE041,90-Day,6,Day 36-42,Learning Module 6,SK247,COURSE0247,PROJ0247,Complete Week 6 objectives,10
RM0979,ROLE041,90-Day,7,Day 43-49,Learning Module 7,SK009,COURSE0288,PROJ0288,Complete Week 7 objectives,10
RM0980,ROLE041,90-Day,8,Day 50-56,Learning Module 8,SK050,COURSE0329,PROJ0329,Complete Week 8 objectives,10
RM0981,ROLE041,90-Day,9,Day 57-63,Learning Module 9,SK091,COURSE0370,PROJ0370,Complete Week 9 objectives,10
RM0982,ROLE041,90-Day,10,Day 64-70,Learning Module 10,SK132,COURSE0411,PROJ0011,Complete Week 10 objectives,10
RM0983,ROLE041,90-Day,11,Day 71-77,Learning Module 11,SK173,COURSE0452,PROJ0052,Complete Week 11 objectives,10
RM0984,ROLE041,90-Day,12,Day 78-84,Learning Module 12,SK214,COURSE0493,PROJ0093,Complete Week 12 objectives,10
RM0985,ROLE042,30-Day,1,Day 1-7,Learning Module 1,SK043,COURSE0043,PROJ0043,Complete Week 1 objectives,20
RM0986,ROLE042,30-Day,2,Day 8-14,Learning Module 2,SK085,COURSE0085,PROJ0085,Complete Week 2 objectives,20
RM0987,ROLE042,30-Day,3,Day 15-21,Learning Module 3,SK127,COURSE0127,PROJ0127,Complete Week 3 objectives,20
RM0988,ROLE042,30-Day,4,Day 22-28,Learning Module 4,SK169,COURSE0169,PROJ0169,Complete Week 4 objectives,20
RM0989,ROLE042,60-Day,1,Day 1-7,Learning Module 1,SK043,COURSE0043,PROJ0043,Complete Week 1 objectives,15
RM0990,ROLE042,60-Day,2,Day 8-14,Learning Module 2,SK085,COURSE0085,PROJ0085,Complete Week 2 objectives,15
RM0991,ROLE042,60-Day,3,Day 15-21,Learning Module 3,SK127,COURSE0127,PROJ0127,Complete Week 3 objectives,15
RM0992,ROLE042,60-Day,4,Day 22-28,Learning Module 4,SK169,COURSE0169,PROJ0169,Complete Week 4 objectives,15
RM0993,ROLE042,60-Day,5,Day 29-35,Learning Module 5,SK211,COURSE0211,PROJ0211,Complete Week 5 objectives,15
RM0994,ROLE042,60-Day,6,Day 36-42,Learning Module 6,SK253,COURSE0253,PROJ0253,Complete Week 6 objectives,15
RM0995,ROLE042,60-Day,7,Day 43-49,Learning Module 7,SK016,COURSE0295,PROJ0295,Complete Week 7 objectives,15
RM0996,ROLE042,60-Day,8,Day 50-56,Learning Module 8,SK058,COURSE0337,PROJ0337,Complete Week 8 objectives,15
RM0997,ROLE042,90-Day,1,Day 1-7,Learning Module 1,SK043,COURSE0043,PROJ0043,Complete Week 1 objectives,10
RM0998,ROLE042,90-Day,2,Day 8-14,Learning Module 2,SK085,COURSE0085,PROJ0085,Complete Week 2 objectives,10
RM0999,ROLE042,90-Day,3,Day 15-21,Learning Module 3,SK127,COURSE0127,PROJ0127,Complete Week 3 objectives,10
RM1000,ROLE042,90-Day,4,Day 22-28,Learning Module 4,SK169,COURSE0169,PROJ0169,Complete Week 4 objectives,10
RM1001,ROLE042,90-Day,5,Day 29-35,Learning Module 5,SK211,COURSE0211,PROJ0211,Complete Week 5 objectives,10
RM1002,ROLE042,90-Day,6,Day 36-42,Learning Module 6,SK253,COURSE0253,PROJ0253,Complete Week 6 objectives,10
RM1003,ROLE042,90-Day,7,Day 43-49,Learning Module 7,SK016,COURSE0295,PROJ0295,Complete Week 7 objectives,10
RM1004,ROLE042,90-Day,8,Day 50-56,Learning Module 8,SK058,COURSE0337,PROJ0337,Complete Week 8 objectives,10
RM1005,ROLE042,90-Day,9,Day 57-63,Learning Module 9,SK100,COURSE0379,PROJ0379,Complete Week 9 objectives,10
RM1006,ROLE042,90-Day,10,Day 64-70,Learning Module 10,SK142,COURSE0421,PROJ0021,Complete Week 10 objectives,10
RM1007,ROLE042,90-Day,11,Day 71-77,Learning Module 11,SK184,COURSE0463,PROJ0063,Complete Week 11 objectives,10
RM1008,ROLE042,90-Day,12,Day 78-84,Learning Module 12,SK226,COURSE0505,PROJ0105,Complete Week 12 objectives,10
RM1009,ROLE043,30-Day,1,Day 1-7,Learning Module 1,SK044,COURSE0044,PROJ0044,Complete Week 1 objectives,20
RM1010,ROLE043,30-Day,2,Day 8-14,Learning Module 2,SK087,COURSE0087,PROJ0087,Complete Week 2 objectives,20
RM1011,ROLE043,30-Day,3,Day 15-21,Learning Module 3,SK130,COURSE0130,PROJ0130,Complete Week 3 objectives,20
RM1012,ROLE043,30-Day,4,Day 22-28,Learning Module 4,SK173,COURSE0173,PROJ0173,Complete Week 4 objectives,20
RM1013,ROLE043,60-Day,1,Day 1-7,Learning Module 1,SK044,COURSE0044,PROJ0044,Complete Week 1 objectives,15
RM1014,ROLE043,60-Day,2,Day 8-14,Learning Module 2,SK087,COURSE0087,PROJ0087,Complete Week 2 objectives,15
RM1015,ROLE043,60-Day,3,Day 15-21,Learning Module 3,SK130,COURSE0130,PROJ0130,Complete Week 3 objectives,15
RM1016,ROLE043,60-Day,4,Day 22-28,Learning Module 4,SK173,COURSE0173,PROJ0173,Complete Week 4 objectives,15
RM1017,ROLE043,60-Day,5,Day 29-35,Learning Module 5,SK216,COURSE0216,PROJ0216,Complete Week 5 objectives,15
RM1018,ROLE043,60-Day,6,Day 36-42,Learning Module 6,SK259,COURSE0259,PROJ0259,Complete Week 6 objectives,15
RM1019,ROLE043,60-Day,7,Day 43-49,Learning Module 7,SK023,COURSE0302,PROJ0302,Complete Week 7 objectives,15
RM1020,ROLE043,60-Day,8,Day 50-56,Learning Module 8,SK066,COURSE0345,PROJ0345,Complete Week 8 objectives,15
RM1021,ROLE043,90-Day,1,Day 1-7,Learning Module 1,SK044,COURSE0044,PROJ0044,Complete Week 1 objectives,10
RM1022,ROLE043,90-Day,2,Day 8-14,Learning Module 2,SK087,COURSE0087,PROJ0087,Complete Week 2 objectives,10
RM1023,ROLE043,90-Day,3,Day 15-21,Learning Module 3,SK130,COURSE0130,PROJ0130,Complete Week 3 objectives,10
RM1024,ROLE043,90-Day,4,Day 22-28,Learning Module 4,SK173,COURSE0173,PROJ0173,Complete Week 4 objectives,10
RM1025,ROLE043,90-Day,5,Day 29-35,Learning Module 5,SK216,COURSE0216,PROJ0216,Complete Week 5 objectives,10
RM1026,ROLE043,90-Day,6,Day 36-42,Learning Module 6,SK259,COURSE0259,PROJ0259,Complete Week 6 objectives,10
RM1027,ROLE043,90-Day,7,Day 43-49,Learning Module 7,SK023,COURSE0302,PROJ0302,Complete Week 7 objectives,10
RM1028,ROLE043,90-Day,8,Day 50-56,Learning Module 8,SK066,COURSE0345,PROJ0345,Complete Week 8 objectives,10
RM1029,ROLE043,90-Day,9,Day 57-63,Learning Module 9,SK109,COURSE0388,PROJ0388,Complete Week 9 objectives,10
RM1030,ROLE043,90-Day,10,Day 64-70,Learning Module 10,SK152,COURSE0431,PROJ0031,Complete Week 10 objectives,10
RM1031,ROLE043,90-Day,11,Day 71-77,Learning Module 11,SK195,COURSE0474,PROJ0074,Complete Week 11 objectives,10
RM1032,ROLE043,90-Day,12,Day 78-84,Learning Module 12,SK238,COURSE0517,PROJ0117,Complete Week 12 objectives,10
RM1033,ROLE044,30-Day,1,Day 1-7,Learning Module 1,SK045,COURSE0045,PROJ0045,Complete Week 1 objectives,20
RM1034,ROLE044,30-Day,2,Day 8-14,Learning Module 2,SK089,COURSE0089,PROJ0089,Complete Week 2 objectives,20
RM1035,ROLE044,30-Day,3,Day 15-21,Learning Module 3,SK133,COURSE0133,PROJ0133,Complete Week 3 objectives,20
RM1036,ROLE044,30-Day,4,Day 22-28,Learning Module 4,SK177,COURSE0177,PROJ0177,Complete Week 4 objectives,20
RM1037,ROLE044,60-Day,1,Day 1-7,Learning Module 1,SK045,COURSE0045,PROJ0045,Complete Week 1 objectives,15
RM1038,ROLE044,60-Day,2,Day 8-14,Learning Module 2,SK089,COURSE0089,PROJ0089,Complete Week 2 objectives,15
RM1039,ROLE044,60-Day,3,Day 15-21,Learning Module 3,SK133,COURSE0133,PROJ0133,Complete Week 3 objectives,15
RM1040,ROLE044,60-Day,4,Day 22-28,Learning Module 4,SK177,COURSE0177,PROJ0177,Complete Week 4 objectives,15
RM1041,ROLE044,60-Day,5,Day 29-35,Learning Module 5,SK221,COURSE0221,PROJ0221,Complete Week 5 objectives,15
RM1042,ROLE044,60-Day,6,Day 36-42,Learning Module 6,SK265,COURSE0265,PROJ0265,Complete Week 6 objectives,15
RM1043,ROLE044,60-Day,7,Day 43-49,Learning Module 7,SK030,COURSE0309,PROJ0309,Complete Week 7 objectives,15
RM1044,ROLE044,60-Day,8,Day 50-56,Learning Module 8,SK074,COURSE0353,PROJ0353,Complete Week 8 objectives,15
RM1045,ROLE044,90-Day,1,Day 1-7,Learning Module 1,SK045,COURSE0045,PROJ0045,Complete Week 1 objectives,10
RM1046,ROLE044,90-Day,2,Day 8-14,Learning Module 2,SK089,COURSE0089,PROJ0089,Complete Week 2 objectives,10
RM1047,ROLE044,90-Day,3,Day 15-21,Learning Module 3,SK133,COURSE0133,PROJ0133,Complete Week 3 objectives,10
RM1048,ROLE044,90-Day,4,Day 22-28,Learning Module 4,SK177,COURSE0177,PROJ0177,Complete Week 4 objectives,10
RM1049,ROLE044,90-Day,5,Day 29-35,Learning Module 5,SK221,COURSE0221,PROJ0221,Complete Week 5 objectives,10
RM1050,ROLE044,90-Day,6,Day 36-42,Learning Module 6,SK265,COURSE0265,PROJ0265,Complete Week 6 objectives,10
RM1051,ROLE044,90-Day,7,Day 43-49,Learning Module 7,SK030,COURSE0309,PROJ0309,Complete Week 7 objectives,10
RM1052,ROLE044,90-Day,8,Day 50-56,Learning Module 8,SK074,COURSE0353,PROJ0353,Complete Week 8 objectives,10
RM1053,ROLE044,90-Day,9,Day 57-63,Learning Module 9,SK118,COURSE0397,PROJ0397,Complete Week 9 objectives,10
RM1054,ROLE044,90-Day,10,Day 64-70,Learning Module 10,SK162,COURSE0441,PROJ0041,Complete Week 10 objectives,10
RM1055,ROLE044,90-Day,11,Day 71-77,Learning Module 11,SK206,COURSE0485,PROJ0085,Complete Week 11 objectives,10
RM1056,ROLE044,90-Day,12,Day 78-84,Learning Module 12,SK250,COURSE0529,PROJ0129,Complete Week 12 objectives,10
RM1057,ROLE045,30-Day,1,Day 1-7,Learning Module 1,SK046,COURSE0046,PROJ0046,Complete Week 1 objectives,20
RM1058,ROLE045,30-Day,2,Day 8-14,Learning Module 2,SK091,COURSE0091,PROJ0091,Complete Week 2 objectives,20
RM1059,ROLE045,30-Day,3,Day 15-21,Learning Module 3,SK136,COURSE0136,PROJ0136,Complete Week 3 objectives,20
RM1060,ROLE045,30-Day,4,Day 22-28,Learning Module 4,SK181,COURSE0181,PROJ0181,Complete Week 4 objectives,20
RM1061,ROLE045,60-Day,1,Day 1-7,Learning Module 1,SK046,COURSE0046,PROJ0046,Complete Week 1 objectives,15
RM1062,ROLE045,60-Day,2,Day 8-14,Learning Module 2,SK091,COURSE0091,PROJ0091,Complete Week 2 objectives,15
RM1063,ROLE045,60-Day,3,Day 15-21,Learning Module 3,SK136,COURSE0136,PROJ0136,Complete Week 3 objectives,15
RM1064,ROLE045,60-Day,4,Day 22-28,Learning Module 4,SK181,COURSE0181,PROJ0181,Complete Week 4 objectives,15
RM1065,ROLE045,60-Day,5,Day 29-35,Learning Module 5,SK226,COURSE0226,PROJ0226,Complete Week 5 objectives,15
RM1066,ROLE045,60-Day,6,Day 36-42,Learning Module 6,SK271,COURSE0271,PROJ0271,Complete Week 6 objectives,15
RM1067,ROLE045,60-Day,7,Day 43-49,Learning Module 7,SK037,COURSE0316,PROJ0316,Complete Week 7 objectives,15
RM1068,ROLE045,60-Day,8,Day 50-56,Learning Module 8,SK082,COURSE0361,PROJ0361,Complete Week 8 objectives,15
RM1069,ROLE045,90-Day,1,Day 1-7,Learning Module 1,SK046,COURSE0046,PROJ0046,Complete Week 1 objectives,10
