student_id,branch,year,cgpa,known_skills,projects_completed,internship_status,preferred_domain,preferred_role,coding_level,communication_level,english_level,daily_learning_hours,career_goal
STU0712,Mechanical,1,9.62,"SK163, SK182, SK074, SK032, SK258",1,No,Mobile,ROLE054,Beginner,Advanced,Fluent,6,Cloud Engineer
STU0713,IT,3,9.39,"SK225, SK197, SK078, SK087, SK182",2,Yes,Mobile,ROLE003,Intermediate,Beginner,Intermediate,6,Cloud Engineer
STU0714,CSE,1,7.08,"SK209, SK015, SK013, SK129, SK171",4,No,Cyber Security,ROLE052,Advanced,Intermediate,Intermediate,5,Software Engineer
STU0715,EEE,4,8.43,"SK142, SK146, SK209, SK244, SK170",2,Yes,Mobile,ROLE037,Beginner,Beginner,Basic,4,AI Engineer
STU0716,Mechanical,2,8.11,"SK008, SK103, SK037, SK201, SK118",0,No,Web Development,ROLE015,Intermediate,Advanced,Intermediate,2,Software Engineer
STU0717,Civil,4,7.29,"SK157, SK047, SK216, SK060, SK188",4,Yes,Mobile,ROLE015,Beginner,Beginner,Fluent,4,Software Engineer
STU0718,CSE,4,6.23,"SK182, SK210, SK262, SK208, SK163",1,Yes,Cloud,ROLE036,Beginner,Beginner,Basic,1,Cloud Engineer
STU0719,Civil,1,7.19,"SK186, SK080, SK234, SK190, SK271",8,No,Mobile,ROLE049,Beginner,Intermediate,Basic,1,Cloud Engineer
STU0720,ECE,2,9.51,"SK256, SK125, SK010, SK144, SK075",2,Yes,DevOps,ROLE017,Intermediate,Intermediate,Intermediate,6,Cloud Engineer
STU0721,ECE,2,9.33,"SK176, SK102, SK097, SK068, SK192",5,Yes,AI,ROLE013,Beginner,Beginner,Fluent,4,Cyber Security Analyst
STU0722,EEE,3,7.22,"SK108, SK227, SK015, SK135, SK227",6,Yes,Web Development,ROLE002,Beginner,Intermediate,Basic,3,Data Scientist
STU0723,CSE,3,7.92,"SK105, SK111, SK230, SK213, SK014",1,No,Web Development,ROLE050,Beginner,Beginner,Basic,5,Cyber Security Analyst
STU0724,CSE,1,7.07,"SK109, SK109, SK045, SK050, SK160",0,No,Mobile,ROLE041,Intermediate,Advanced,Basic,4,Software Engineer
STU0725,CSE,2,9.64,"SK089, SK202, SK036, SK239, SK247",4,Yes,DevOps,ROLE034,Intermediate,Intermediate,Basic,5,Cyber Security Analyst
STU0726,IT,4,6.82,"SK124, SK250, SK162, SK196, SK039",1,No,Data Science,ROLE019,Advanced,Advanced,Intermediate,4,Full Stack Developer
STU0727,IT,2,9.75,"SK153, SK180, SK120, SK025, SK183",2,Yes,Mobile,ROLE055,Intermediate,Intermediate,Intermediate,2,Cyber Security Analyst
STU0728,Mechanical,2,7.16,"SK249, SK182, SK052, SK081, SK014",7,Yes,Cloud,ROLE042,Advanced,Beginner,Intermediate,2,Full Stack Developer
STU0729,Mechanical,1,7.87,"SK257, SK048, SK020, SK100, SK187",7,No,Web Development,ROLE056,Beginner,Intermediate,Basic,3,Data Scientist
STU0730,Civil,1,9.11,"SK152, SK026, SK094, SK150, SK081",6,Yes,Web Development,ROLE041,Advanced,Advanced,Basic,2,Cyber Security Analyst
STU0731,EEE,4,6.19,"SK238, SK154, SK041, SK150, SK223",8,No,DevOps,ROLE054,Advanced,Intermediate,Intermediate,3,Full Stack Developer
STU0732,IT,3,8.16,"SK087, SK149, SK073, SK105, SK114",6,No,Cyber Security,ROLE046,Advanced,Advanced,Intermediate,4,AI Engineer
STU0733,Civil,4,9.18,"SK102, SK019, SK229, SK192, SK086",8,Yes,Mobile,ROLE043,Intermediate,Advanced,Intermediate,1,Full Stack Developer
STU0734,Mechanical,3,9.13,"SK112, SK265, SK047, SK126, SK194",2,Yes,DevOps,ROLE039,Advanced,Beginner,Basic,2,Full Stack Developer
STU0735,Mechanical,4,6.34,"SK116, SK043, SK261, SK214, SK137",6,Yes,Data Science,ROLE050,Advanced,Advanced,Intermediate,2,Cloud Engineer
STU0736,CSE,2,7.78,"SK069, SK106, SK087, SK038, SK265",8,No,Web Development,ROLE046,Beginner,Intermediate,Fluent,4,Software Engineer
STU0737,CSE,4,6.41,"SK255, SK171, SK245, SK258, SK259",3,Yes,Data Science,ROLE005,Beginner,Beginner,Basic,5,Cyber Security Analyst
STU0738,Civil,1,6.81,"SK002, SK118, SK032, SK103, SK203",1,Yes,Cyber Security,ROLE011,Intermediate,Intermediate,Basic,1,Software Engineer
STU0739,Mechanical,3,9.35,"SK156, SK071, SK227, SK117, SK131",1,Yes,AI,ROLE028,Intermediate,Beginner,Basic,4,Cloud Engineer
STU0740,CSE,3,9.06,"SK052, SK233, SK244, SK094, SK101",8,Yes,DevOps,ROLE056,Advanced,Advanced,Fluent,5,Cyber Security Analyst
STU0741,Mechanical,1,9.52,"SK047, SK032, SK028, SK126, SK202",7,Yes,Data Science,ROLE032,Beginner,Advanced,Intermediate,5,Cyber Security Analyst
STU0742,EEE,1,9.63,"SK265, SK279, SK250, SK020, SK109",6,Yes,DevOps,ROLE012,Advanced,Beginner,Intermediate,5,Software Engineer
STU0743,Civil,2,7.32,"SK066, SK038, SK266, SK077, SK269",4,Yes,DevOps,ROLE003,Beginner,Advanced,Basic,2,Cyber Security Analyst
STU0744,IT,2,9.36,"SK236, SK270, SK105, SK039, SK010",7,Yes,DevOps,ROLE007,Advanced,Beginner,Basic,1,Cyber Security Analyst
STU0745,Civil,2,7.07,"SK141, SK175, SK179, SK184, SK140",4,No,Cyber Security,ROLE059,Intermediate,Intermediate,Basic,4,Cloud Engineer
STU0746,EEE,3,7.93,"SK074, SK175, SK216, SK029, SK274",6,Yes,DevOps,ROLE015,Beginner,Intermediate,Fluent,4,Software Engineer
STU0747,ECE,2,8.79,"SK117, SK094, SK101, SK121, SK154",6,Yes,DevOps,ROLE050,Intermediate,Intermediate,Fluent,4,Cloud Engineer
STU0748,ECE,4,8.8,"SK152, SK218, SK031, SK119, SK016",2,Yes,Data Science,ROLE060,Intermediate,Advanced,Fluent,6,Full Stack Developer
STU0749,CSE,2,7.39,"SK225, SK050, SK085, SK162, SK162",1,Yes,Data Science,ROLE053,Beginner,Beginner,Intermediate,1,Software Engineer
STU0750,Mechanical,1,7.24,"SK103, SK205, SK245, SK251, SK075",7,No,AI,ROLE031,Advanced,Intermediate,Basic,4,Software Engineer
STU0751,EEE,2,9.74,"SK261, SK246, SK107, SK230, SK010",4,Yes,Web Development,ROLE021,Intermediate,Advanced,Intermediate,5,Cloud Engineer
STU0752,IT,4,7.34,"SK081, SK229, SK179, SK076, SK128",2,No,Cyber Security,ROLE042,Beginner,Intermediate,Fluent,3,Full Stack Developer
STU0753,EEE,2,8.83,"SK239, SK111, SK130, SK014, SK087",3,No,Data Science,ROLE032,Intermediate,Advanced,Fluent,1,Cloud Engineer
STU0754,Mechanical,3,6.66,"SK055, SK152, SK139, SK230, SK222",6,Yes,Cyber Security,ROLE027,Advanced,Advanced,Basic,2,Cloud Engineer
STU0755,ECE,3,6.47,"SK097, SK012, SK253, SK097, SK247",7,Yes,Cyber Security,ROLE031,Beginner,Beginner,Fluent,2,Full Stack Developer
STU0756,EEE,3,6.56,"SK074, SK132, SK161, SK248, SK107",8,Yes,Web Development,ROLE012,Advanced,Intermediate,Intermediate,6,Software Engineer
STU0757,CSE,4,9.42,"SK069, SK115, SK027, SK171, SK057",1,Yes,DevOps,ROLE006,Beginner,Advanced,Fluent,3,Software Engineer
STU0758,Mechanical,2,7.86,"SK045, SK242, SK222, SK179, SK029",8,No,Cyber Security,ROLE013,Intermediate,Intermediate,Fluent,4,Cyber Security Analyst
STU0759,ECE,1,9.4,"SK008, SK163, SK026, SK099, SK120",1,No,AI,ROLE017,Intermediate,Advanced,Fluent,1,Full Stack Developer
STU0760,EEE,4,6.43,"SK068, SK142, SK249, SK117, SK243",4,Yes,Web Development,ROLE022,Advanced,Advanced,Basic,2,Software Engineer
STU0761,Civil,4,7.81,"SK044, SK229, SK225, SK089, SK236",8,No,Cyber Security,ROLE010,Advanced,Advanced,Basic,5,Cloud Engineer
STU0762,IT,2,7.86,"SK122, SK141, SK221, SK117, SK204",3,No,Cyber Security,ROLE050,Beginner,Beginner,Basic,6,Data Scientist
STU0763,EEE,1,7.52,"SK244, SK135, SK141, SK176, SK026",2,Yes,Mobile,ROLE023,Advanced,Advanced,Intermediate,4,Software Engineer
STU0764,Mechanical,1,7.52,"SK088, SK004, SK230, SK079, SK168",2,No,DevOps,ROLE043,Intermediate,Advanced,Fluent,5,Software Engineer
STU0765,EEE,1,9.19,"SK262, SK091, SK016, SK144, SK152",3,Yes,AI,ROLE009,Intermediate,Advanced,Intermediate,4,AI Engineer
STU0766,Mechanical,2,6.61,"SK249, SK245, SK254, SK072, SK011",5,No,Web Development,ROLE051,Intermediate,Intermediate,Fluent,3,AI Engineer
STU0767,Mechanical,3,6.63,"SK258, SK154, SK169, SK198, SK186",8,Yes,Web Development,ROLE027,Advanced,Intermediate,Basic,2,Full Stack Developer
STU0768,CSE,3,9.03,"SK207, SK148, SK019, SK201, SK115",5,No,DevOps,ROLE011,Advanced,Advanced,Fluent,3,Cloud Engineer
STU0769,IT,2,9.68,"SK087, SK041, SK158, SK141, SK075",3,Yes,Web Development,ROLE016,Intermediate,Intermediate,Basic,1,Software Engineer
STU0770,IT,3,6.11,"SK185, SK246, SK223, SK254, SK078",5,Yes,Cyber Security,ROLE059,Intermediate,Advanced,Basic,3,AI Engineer
STU0771,Mechanical,3,9.15,"SK050, SK134, SK278, SK149, SK268",0,Yes,Web Development,ROLE058,Advanced,Beginner,Fluent,4,Cyber Security Analyst
STU0772,EEE,4,8.36,"SK210, SK093, SK014, SK235, SK106",5,Yes,Data Science,ROLE059,Advanced,Intermediate,Fluent,2,AI Engineer
STU0773,Mechanical,1,7.03,"SK215, SK279, SK071, SK064, SK146",1,Yes,Cloud,ROLE021,Advanced,Advanced,Intermediate,4,Cyber Security Analyst
STU0774,CSE,1,8.06,"SK196, SK180, SK160, SK051, SK166",1,Yes,Cloud,ROLE034,Advanced,Intermediate,Basic,3,Data Scientist
STU0775,Civil,3,6.28,"SK260, SK274, SK260, SK068, SK122",5,No,DevOps,ROLE013,Beginner,Intermediate,Intermediate,1,Cyber Security Analyst
STU0776,EEE,4,9.72,"SK028, SK105, SK020, SK259, SK085",6,Yes,DevOps,ROLE044,Advanced,Advanced,Fluent,4,Data Scientist
STU0777,EEE,3,6.02,"SK278, SK011, SK013, SK147, SK015",8,No,Web Development,ROLE006,Advanced,Intermediate,Basic,3,Full Stack Developer
STU0778,EEE,1,7.04,"SK277, SK101, SK079, SK088, SK038",4,No,DevOps,ROLE031,Advanced,Beginner,Fluent,1,Software Engineer
STU0779,Mechanical,3,8.47,"SK068, SK190, SK022, SK029, SK216",4,Yes,Cloud,ROLE050,Intermediate,Beginner,Fluent,2,Cloud Engineer
STU0780,Civil,2,9.69,"SK062, SK001, SK264, SK229, SK173",7,Yes,Data Science,ROLE040,Intermediate,Intermediate,Intermediate,6,Cloud Engineer
STU0781,EEE,2,7.66,"SK181, SK062, SK258, SK116, SK025",2,No,Mobile,ROLE039,Advanced,Beginner,Intermediate,3,Cyber Security Analyst
STU0782,CSE,3,6.38,"SK103, SK032, SK263, SK024, SK155",6,Yes,AI,ROLE037,Intermediate,Intermediate,Fluent,4,Cloud Engineer
STU0783,Mechanical,2,9.2,"SK105, SK235, SK272, SK090, SK224",1,No,DevOps,ROLE054,Advanced,Advanced,Basic,3,Cloud Engineer
STU0784,Mechanical,4,7.81,"SK256, SK002, SK153, SK222, SK161",8,No,Mobile,ROLE057,Intermediate,Beginner,Basic,4,AI Engineer
STU0785,Civil,2,6.01,"SK170, SK122, SK171, SK174, SK166",8,No,Mobile,ROLE011,Advanced,Beginner,Fluent,5,Software Engineer
STU0786,IT,1,7.49,"SK014, SK266, SK254, SK235, SK213",1,No,Cloud,ROLE033,Intermediate,Intermediate,Basic,6,AI Engineer
STU0787,Mechanical,2,6.95,"SK022, SK194, SK104, SK264, SK033",3,Yes,DevOps,ROLE021,Advanced,Intermediate,Basic,5,Data Scientist
STU0788,IT,2,6.84,"SK228, SK166, SK146, SK006, SK103",6,No,Mobile,ROLE053,Intermediate,Advanced,Basic,4,Cyber Security Analyst
STU0789,IT,3,7.35,"SK089, SK276, SK004, SK091, SK216",1,No,Data Science,ROLE013,Intermediate,Beginner,Fluent,4,AI Engineer
STU0790,ECE,4,7.95,"SK178, SK216, SK223, SK257, SK123",0,Yes,Cyber Security,ROLE002,Intermediate,Beginner,Intermediate,3,Cloud Engineer
STU0791,EEE,2,9.7,"SK081, SK125, SK118, SK084, SK091",5,Yes,Cloud,ROLE009,Intermediate,Advanced,Fluent,2,Cloud Engineer
STU0792,EEE,4,9.15,"SK023, SK049, SK213, SK230, SK254",6,Yes,Mobile,ROLE032,Intermediate,Intermediate,Basic,1,Full Stack Developer
STU0793,ECE,1,7.29,"SK192, SK146, SK026, SK119, SK233",6,No,Web Development,ROLE055,Intermediate,Advanced,Basic,3,Cyber Security Analyst
STU0794,ECE,1,7.08,"SK181, SK016, SK014, SK273, SK004",6,No,AI,ROLE051,Intermediate,Advanced,Fluent,3,AI Engineer
STU0795,Mechanical,1,8.26,"SK178, SK055, SK125, SK247, SK203",5,Yes,DevOps,ROLE056,Intermediate,Beginner,Intermediate,4,Software Engineer
STU0796,EEE,3,8.03,"SK171, SK233, SK019, SK239, SK083",7,No,Mobile,ROLE006,Intermediate,Intermediate,Intermediate,4,Software Engineer
STU0797,CSE,2,6.64,"SK017, SK006, SK002, SK273, SK214",3,No,Cloud,ROLE060,Advanced,Advanced,Fluent,3,AI Engineer
STU0798,CSE,2,8.82,"SK264, SK274, SK183, SK194, SK181",5,No,DevOps,ROLE005,Intermediate,Beginner,Basic,6,Data Scientist
STU0799,EEE,4,6.08,"SK126, SK255, SK192, SK076, SK085",3,No,Cyber Security,ROLE003,Advanced,Advanced,Fluent,3,Cloud Engineer
STU0800,Mechanical,2,8.88,"SK086, SK247, SK067, SK199, SK192",4,No,Web Development,ROLE030,Intermediate,Intermediate,Basic,2,Cyber Security Analyst
STU0801,EEE,1,8.27,"SK028, SK210, SK190, SK223, SK065",3,Yes,Mobile,ROLE041,Beginner,Intermediate,Fluent,5,AI Engineer
STU0802,EEE,4,9.58,"SK075, SK199, SK045, SK128, SK201",3,Yes,Cloud,ROLE045,Beginner,Intermediate,Intermediate,3,Cyber Security Analyst
STU0803,EEE,3,9.21,"SK203, SK236, SK138, SK176, SK162",5,No,Cyber Security,ROLE032,Advanced,Advanced,Basic,1,Cyber Security Analyst
STU0804,EEE,2,9.13,"SK087, SK228, SK122, SK010, SK112",5,No,Mobile,ROLE054,Intermediate,Intermediate,Basic,3,Cloud Engineer
STU0805,Mechanical,3,9.19,"SK141, SK143, SK173, SK063, SK081",3,No,AI,ROLE040,Advanced,Beginner,Fluent,5,Full Stack Developer
STU0806,ECE,1,6.61,"SK238, SK248, SK037, SK012, SK097",8,No,Mobile,ROLE015,Beginner,Advanced,Fluent,1,Full Stack Developer
STU0807,CSE,1,9.21,"SK045, SK251, SK195, SK177, SK212",6,No,Data Science,ROLE041,Beginner,Advanced,Intermediate,5,Full Stack Developer
STU0808,Civil,3,9.8,"SK252, SK123, SK139, SK176, SK033",4,No,Cloud,ROLE040,Beginner,Beginner,Fluent,5,AI Engineer
STU0809,ECE,1,6.49,"SK199, SK227, SK108, SK055, SK251",8,Yes,Cyber Security,ROLE059,Intermediate,Advanced,Basic,5,AI Engineer
STU0810,CSE,1,7.27,"SK104, SK103, SK021, SK055, SK056",4,No,DevOps,ROLE049,Intermediate,Beginner,Intermediate,3,Data Scientist
STU0811,IT,2,6.34,"SK104, SK186, SK184, SK118, SK048",5,No,Cyber Security,ROLE048,Advanced,Beginner,Intermediate,4,Full Stack Developer
STU0812,Civil,4,8.27,"SK055, SK092, SK229, SK194, SK148",5,No,Cyber Security,ROLE026,Intermediate,Advanced,Intermediate,4,Data Scientist
STU0813,EEE,4,9.28,"SK135, SK123, SK167, SK115, SK071",5,Yes,Web Development,ROLE019,Advanced,Advanced,Fluent,1,Data Scientist
STU0814,Civil,4,7.03,"SK038, SK208, SK046, SK141, SK143",3,Yes,Web Development,ROLE012,Advanced,Intermediate,Fluent,1,Software Engineer
STU0815,CSE,2,7.64,"SK277, SK099, SK018, SK001, SK052",0,No,Web Development,ROLE011,Advanced,Advanced,Intermediate,5,Cyber Security Analyst
STU0816,EEE,4,9.16,"SK097, SK056, SK036, SK228, SK220",7,No,Cyber Security,ROLE048,Advanced,Advanced,Basic,2,Data Scientist
STU0817,CSE,4,9.6,"SK219, SK132, SK067, SK251, SK145",7,Yes,Cloud,ROLE005,Advanced,Beginner,Basic,5,Data Scientist
STU0818,IT,3,6.67,"SK247, SK080, SK094, SK170, SK214",5,Yes,Data Science,ROLE012,Intermediate,Advanced,Basic,6,Cyber Security Analyst
STU0819,Civil,2,8.77,"SK101, SK192, SK189, SK034, SK240",8,Yes,DevOps,ROLE035,Beginner,Intermediate,Basic,4,Cloud Engineer
STU0820,EEE,4,6.83,"SK202, SK204, SK027, SK189, SK110",5,No,Mobile,ROLE002,Intermediate,Beginner,Intermediate,1,AI Engineer
STU0821,EEE,2,9.31,"SK262, SK204, SK013, SK138, SK143",4,Yes,Cyber Security,ROLE003,Beginner,Advanced,Basic,4,Data Scientist
STU0822,Civil,4,7.77,"SK188, SK266, SK219, SK093, SK058",1,No,Cyber Security,ROLE034,Intermediate,Advanced,Basic,5,Data Scientist
STU0823,ECE,1,6.39,"SK139, SK046, SK105, SK119, SK223",0,Yes,Cyber Security,ROLE041,Beginner,Intermediate,Intermediate,5,Full Stack Developer
STU0824,EEE,3,9.1,"SK250, SK006, SK028, SK076, SK241",2,No,AI,ROLE003,Advanced,Intermediate,Basic,1,Cloud Engineer
STU0825,Civil,2,8.32,"SK223, SK189, SK149, SK011, SK144",2,Yes,DevOps,ROLE007,Beginner,Advanced,Fluent,6,Software Engineer
STU0826,ECE,2,8.36,"SK123, SK058, SK089, SK094, SK201",1,No,Mobile,ROLE021,Beginner,Intermediate,Basic,4,Full Stack Developer
STU0827,EEE,1,8.3,"SK099, SK124, SK011, SK068, SK036",5,No,AI,ROLE026,Intermediate,Beginner,Basic,1,Full Stack Developer
STU0828,CSE,3,6.3,"SK121, SK045, SK230, SK043, SK107",8,Yes,Cloud,ROLE004,Intermediate,Advanced,Fluent,6,Software Engineer
STU0829,Civil,2,6.67,"SK041, SK061, SK200, SK012, SK065",8,Yes,Mobile,ROLE023,Intermediate,Beginner,Basic,2,AI Engineer
STU0830,CSE,1,6.06,"SK069, SK018, SK047, SK017, SK087",6,Yes,Cloud,ROLE042,Intermediate,Intermediate,Intermediate,5,Cyber Security Analyst
STU0831,Civil,4,7.12,"SK184, SK025, SK214, SK224, SK126",2,Yes,Web Development,ROLE008,Advanced,Intermediate,Basic,6,Data Scientist
STU0832,IT,1,8.65,"SK180, SK117, SK154, SK215, SK172",7,Yes,AI,ROLE022,Advanced,Advanced,Basic,6,AI Engineer
STU0833,ECE,4,9.44,"SK141, SK054, SK004, SK058, SK276",5,Yes,Cyber Security,ROLE040,Intermediate,Beginner,Fluent,2,Cloud Engineer
STU0834,CSE,1,7.13,"SK025, SK229, SK126, SK069, SK137",2,No,Web Development,ROLE044,Advanced,Intermediate,Fluent,2,Data Scientist
STU0835,ECE,2,7.6,"SK102, SK044, SK278, SK118, SK120",2,Yes,Mobile,ROLE054,Advanced,Beginner,Intermediate,2,Full Stack Developer
STU0836,Civil,2,6.69,"SK025, SK034, SK016, SK122, SK133",0,Yes,AI,ROLE036,Beginner,Beginner,Basic,6,Software Engineer
STU0837,IT,2,7.1,"SK197, SK266, SK228, SK112, SK258",4,No,DevOps,ROLE004,Intermediate,Beginner,Intermediate,4,Software Engineer
STU0838,ECE,1,8.76,"SK094, SK136, SK088, SK116, SK084",6,Yes,Web Development,ROLE028,Beginner,Intermediate,Basic,3,Software Engineer
STU0839,IT,3,8.59,"SK084, SK132, SK147, SK171, SK119",1,No,Cyber Security,ROLE042,Intermediate,Advanced,Basic,4,Software Engineer
STU0840,ECE,2,8.91,"SK101, SK230, SK257, SK035, SK148",8,Yes,Mobile,ROLE026,Advanced,Intermediate,Fluent,5,Cloud Engineer
STU0841,Mechanical,4,8.3,"SK092, SK093, SK106, SK066, SK119",5,Yes,DevOps,ROLE042,Beginner,Beginner,Basic,6,Cyber Security Analyst
STU0842,IT,1,6.49,"SK132, SK195, SK129, SK264, SK037",2,No,Cloud,ROLE008,Beginner,Advanced,Intermediate,3,Cloud Engineer
STU0843,Civil,1,6.34,"SK267, SK051, SK153, SK242, SK134",1,No,AI,ROLE017,Intermediate,Intermediate,Intermediate,6,Software Engineer
STU0844,Civil,2,6.52,"SK171, SK141, SK254, SK065, SK112",6,Yes,AI,ROLE022,Intermediate,Intermediate,Fluent,1,AI Engineer
STU0845,ECE,2,7.62,"SK003, SK151, SK155, SK265, SK145",2,Yes,DevOps,ROLE001,Advanced,Beginner,Fluent,1,Full Stack Developer
STU0846,Civil,4,8.29,"SK108, SK203, SK109, SK023, SK177",1,No,AI,ROLE023,Intermediate,Intermediate,Intermediate,1,Cyber Security Analyst
STU0847,CSE,2,7.94,"SK189, SK141, SK084, SK026, SK111",8,No,Mobile,ROLE044,Beginner,Intermediate,Basic,4,Cyber Security Analyst
STU0848,Mechanical,1,8.57,"SK027, SK149, SK237, SK167, SK238",5,No,Cloud,ROLE060,Intermediate,Beginner,Basic,4,AI Engineer
STU0849,CSE,3,8.15,"SK085, SK126, SK018, SK124, SK279",0,No,DevOps,ROLE053,Advanced,Beginner,Intermediate,2,Cyber Security Analyst
STU0850,Civil,1,8.68,"SK195, SK242, SK212, SK111, SK155",2,Yes,Mobile,ROLE014,Advanced,Intermediate,Basic,1,Cloud Engineer
STU0851,EEE,2,9.77,"SK104, SK078, SK003, SK262, SK089",3,No,Web Development,ROLE057,Beginner,Advanced,Fluent,3,Software Engineer
STU0852,Mechanical,3,6.6,"SK166, SK001, SK203, SK124, SK148",1,Yes,AI,ROLE059,Advanced,Intermediate,Intermediate,3,Full Stack Developer
STU0853,Civil,1,9.19,"SK060, SK048, SK144, SK258, SK265",2,Yes,Data Science,ROLE032,Advanced,Beginner,Fluent,6,Cloud Engineer
STU0854,ECE,4,8.64,"SK053, SK261, SK095, SK211, SK191",1,No,Cloud,ROLE027,Advanced,Intermediate,Fluent,5,AI Engineer
STU0855,ECE,4,9.38,"SK274, SK034, SK052, SK278, SK170",8,Yes,Cloud,ROLE011,Advanced,Advanced,Fluent,2,Data Scientist
STU0856,Mechanical,1,6.42,"SK067, SK038, SK152, SK047, SK212",1,No,Web Development,ROLE037,Beginner,Advanced,Intermediate,3,Data Scientist
STU0857,ECE,3,8.38,"SK067, SK151, SK136, SK225, SK196",0,Yes,Data Science,ROLE010,Advanced,Intermediate,Basic,4,Data Scientist
STU0858,Civil,1,9.01,"SK112, SK230, SK096, SK233, SK045",8,No,DevOps,ROLE006,Advanced,Intermediate,Fluent,1,Cloud Engineer
STU0859,ECE,4,9.27,"SK272, SK184, SK143, SK004, SK114",1,No,Cyber Security,ROLE057,Intermediate,Intermediate,Basic,2,Data Scientist
STU0860,Civil,2,6.53,"SK238, SK200, SK115, SK255, SK026",8,No,AI,ROLE041,Intermediate,Advanced,Basic,4,Cyber Security Analyst
STU0861,ECE,3,6.29,"SK261, SK108, SK214, SK124, SK232",4,Yes,Web Development,ROLE028,Intermediate,Beginner,Fluent,1,Data Scientist
STU0862,EEE,3,8.07,"SK031, SK039, SK277, SK226, SK088",7,Yes,AI,ROLE034,Beginner,Advanced,Basic,4,Data Scientist
STU0863,IT,3,8.94,"SK102, SK019, SK270, SK107, SK276",4,No,Web Development,ROLE052,Advanced,Advanced,Basic,3,Software Engineer
STU0864,EEE,4,7.06,"SK070, SK066, SK144, SK247, SK105",2,No,Data Science,ROLE031,Intermediate,Advanced,Basic,3,Cloud Engineer
STU0865,ECE,3,8.26,"SK214, SK279, SK184, SK071, SK200",8,Yes,AI,ROLE052,Advanced,Intermediate,Basic,2,Data Scientist
STU0866,Mechanical,2,9.8,"SK195, SK147, SK061, SK197, SK049",3,No,Web Development,ROLE041,Intermediate,Intermediate,Fluent,3,Cloud Engineer
STU0867,Mechanical,1,7.44,"SK144, SK265, SK008, SK187, SK165",3,Yes,Cyber Security,ROLE039,Advanced,Intermediate,Intermediate,6,Software Engineer
STU0868,Mechanical,4,7.98,"SK065, SK085, SK022, SK119, SK138",3,Yes,AI,ROLE025,Beginner,Advanced,Intermediate,2,Full Stack Developer
STU0869,ECE,4,8.5,"SK241, SK241, SK140, SK248, SK277",3,No,Web Development,ROLE022,Beginner,Beginner,Basic,2,Software Engineer
STU0870,Mechanical,1,6.91,"SK033, SK117, SK058, SK025, SK126",6,No,DevOps,ROLE008,Advanced,Beginner,Fluent,4,Software Engineer
STU0871,EEE,3,7.17,"SK191, SK122, SK228, SK137, SK154",4,Yes,Cloud,ROLE051,Beginner,Advanced,Basic,3,Cloud Engineer
STU0872,IT,1,8.62,"SK002, SK207, SK174, SK136, SK038",2,No,Mobile,ROLE011,Intermediate,Intermediate,Basic,4,Cyber Security Analyst
STU0873,Civil,2,7.28,"SK109, SK165, SK210, SK220, SK277",5,Yes,Cloud,ROLE012,Beginner,Advanced,Intermediate,5,AI Engineer
STU0874,CSE,3,6.73,"SK130, SK140, SK189, SK273, SK110",6,Yes,Mobile,ROLE024,Advanced,Intermediate,Intermediate,4,Cyber Security Analyst
STU0875,Civil,4,7.93,"SK058, SK114, SK132, SK047, SK192",8,Yes,Data Science,ROLE001,Advanced,Intermediate,Fluent,3,Cyber Security Analyst
STU0876,Civil,2,6.79,"SK086, SK235, SK040, SK132, SK146",1,Yes,AI,ROLE020,Advanced,Advanced,Fluent,2,Cloud Engineer
STU0877,IT,1,9.2,"SK067, SK006, SK116, SK042, SK187",6,Yes,AI,ROLE048,Advanced,Intermediate,Basic,5,Cloud Engineer
STU0878,EEE,1,8.52,"SK185, SK046, SK080, SK125, SK197",0,Yes,Data Science,ROLE016,Advanced,Beginner,Fluent,5,Cyber Security Analyst
STU0879,Mechanical,2,9.17,"SK066, SK259, SK235, SK233, SK088",4,No,DevOps,ROLE056,Intermediate,Advanced,Fluent,6,AI Engineer
STU0880,Mechanical,2,9.73,"SK268, SK089, SK104, SK166, SK160",3,Yes,Web Development,ROLE021,Advanced,Advanced,Basic,5,Cloud Engineer
STU0881,EEE,2,6.75,"SK176, SK238, SK235, SK026, SK204",0,No,Cloud,ROLE051,Intermediate,Advanced,Fluent,5,Cyber Security Analyst
STU0882,CSE,4,8.94,"SK057, SK272, SK235, SK055, SK270",6,Yes,DevOps,ROLE041,Beginner,Intermediate,Fluent,5,Cloud Engineer
STU0883,IT,4,6.89,"SK133, SK011, SK008, SK278, SK203",4,Yes,DevOps,ROLE009,Intermediate,Beginner,Basic,2,Full Stack Developer
STU0884,Civil,3,9.48,"SK268, SK131, SK266, SK037, SK084",0,No,Data Science,ROLE022,Advanced,Beginner,Intermediate,6,Cloud Engineer
STU0885,ECE,4,7.39,"SK212, SK015, SK054, SK124, SK187",5,Yes,Cloud,ROLE025,Beginner,Beginner,Basic,1,Data Scientist
STU0886,EEE,3,9.49,"SK186, SK249, SK102, SK024, SK111",2,Yes,Mobile,ROLE009,Intermediate,Intermediate,Basic,6,Full Stack Developer
STU0887,ECE,4,9.36,"SK054, SK101, SK015, SK264, SK246",3,No,DevOps,ROLE024,Advanced,Beginner,Basic,4,Cloud Engineer
STU0888,Civil,1,9.24,"SK016, SK227, SK239, SK059, SK161",6,No,Cloud,ROLE035,Advanced,Intermediate,Intermediate,6,Data Scientist
