question_id,role_id,skill_id,question,difficulty,question_type,expected_answer,keywords,company_level
Q00129,ROLE004,SK059,Explain the fundamentals of skill SK059 for ROLE004.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK059.","SK059, fundamentals, implementation, best practices",MNC
Q00130,ROLE004,SK060,Explain the fundamentals of skill SK060 for ROLE004.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK060.","SK060, fundamentals, implementation, best practices",FAANG
Q00131,ROLE004,SK061,Explain the fundamentals of skill SK061 for ROLE004.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK061.","SK061, fundamentals, implementation, best practices",Startup
Q00132,ROLE004,SK062,Explain the fundamentals of skill SK062 for ROLE004.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK062.","SK062, fundamentals, implementation, best practices",Mid-size
Q00133,ROLE005,SK037,Explain the fundamentals of skill SK037 for ROLE005.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK037.","SK037, fundamentals, implementation, best practices",Mid-size
Q00134,ROLE005,SK038,Explain the fundamentals of skill SK038 for ROLE005.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK038.","SK038, fundamentals, implementation, best practices",MNC
Q00135,ROLE005,SK039,Explain the fundamentals of skill SK039 for ROLE005.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK039.","SK039, fundamentals, implementation, best practices",FAANG
Q00136,ROLE005,SK040,Explain the fundamentals of skill SK040 for ROLE005.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK040.","SK040, fundamentals, implementation, best practices",Startup
Q00137,ROLE005,SK041,Explain the fundamentals of skill SK041 for ROLE005.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK041.","SK041, fundamentals, implementation, best practices",Mid-size
Q00138,ROLE005,SK042,Explain the fundamentals of skill SK042 for ROLE005.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK042.","SK042, fundamentals, implementation, best practices",MNC
Q00139,ROLE005,SK043,Explain the fundamentals of skill SK043 for ROLE005.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK043.","SK043, fundamentals, implementation, best practices",FAANG
Q00140,ROLE005,SK044,Explain the fundamentals of skill SK044 for ROLE005.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK044.","SK044, fundamentals, implementation, best practices",Startup
Q00141,ROLE005,SK045,Explain the fundamentals of skill SK045 for ROLE005.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK045.","SK045, fundamentals, implementation, best practices",Mid-size
Q00142,ROLE005,SK046,Explain the fundamentals of skill SK046 for ROLE005.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK046.","SK046, fundamentals, implementation, best practices",MNC
Q00143,ROLE005,SK047,Explain the fundamentals of skill SK047 for ROLE005.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK047.","SK047, fundamentals, implementation, best practices",FAANG
Q00144,ROLE005,SK048,Explain the fundamentals of skill SK048 for ROLE005.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK048.","SK048, fundamentals, implementation, best practices",Startup
Q00145,ROLE005,SK049,Explain the fundamentals of skill SK049 for ROLE005.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK049.","SK049, fundamentals, implementation, best practices",Mid-size
Q00146,ROLE005,SK050,Explain the fundamentals of skill SK050 for ROLE005.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK050.","SK050, fundamentals, implementation, best practices",MNC
Q00147,ROLE005,SK051,Explain the fundamentals of skill SK051 for ROLE005.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK051.","SK051, fundamentals, implementation, best practices",FAANG
Q00148,ROLE005,SK052,Explain the fundamentals of skill SK052 for ROLE005.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK052.","SK052, fundamentals, implementation, best practices",Startup
Q00149,ROLE005,SK053,Explain the fundamentals of skill SK053 for ROLE005.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK053.","SK053, fundamentals, implementation, best practices",Mid-size
Q00150,ROLE005,SK054,Explain the fundamentals of skill SK054 for ROLE005.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK054.","SK054, fundamentals, implementation, best practices",MNC
Q00151,ROLE005,SK055,Explain the fundamentals of skill SK055 for ROLE005.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK055.","SK055, fundamentals, implementation, best practices",FAANG
Q00152,ROLE005,SK056,Explain the fundamentals of skill SK056 for ROLE005.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK056.","SK056, fundamentals, implementation, best practices",Startup
Q00153,ROLE005,SK057,Explain the fundamentals of skill SK057 for ROLE005.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK057.","SK057, fundamentals, implementation, best practices",Mid-size
Q00154,ROLE005,SK058,Explain the fundamentals of skill SK058 for ROLE005.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK058.","SK058, fundamentals, implementation, best practices",MNC
Q00155,ROLE005,SK059,Explain the fundamentals of skill SK059 for ROLE005.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK059.","SK059, fundamentals, implementation, best practices",FAANG
Q00156,ROLE005,SK060,Explain the fundamentals of skill SK060 for ROLE005.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK060.","SK060, fundamentals, implementation, best practices",Startup
Q00157,ROLE005,SK061,Explain the fundamentals of skill SK061 for ROLE005.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK061.","SK061, fundamentals, implementation, best practices",Mid-size
Q00158,ROLE005,SK062,Explain the fundamentals of skill SK062 for ROLE005.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK062.","SK062, fundamentals, implementation, best practices",MNC
Q00159,ROLE005,SK063,Explain the fundamentals of skill SK063 for ROLE005.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK063.","SK063, fundamentals, implementation, best practices",FAANG
Q00160,ROLE005,SK064,Explain the fundamentals of skill SK064 for ROLE005.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK064.","SK064, fundamentals, implementation, best practices",Startup
Q00161,ROLE005,SK065,Explain the fundamentals of skill SK065 for ROLE005.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK065.","SK065, fundamentals, implementation, best practices",Mid-size
Q00162,ROLE005,SK066,Explain the fundamentals of skill SK066 for ROLE005.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK066.","SK066, fundamentals, implementation, best practices",MNC
Q00163,ROLE005,SK067,Explain the fundamentals of skill SK067 for ROLE005.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK067.","SK067, fundamentals, implementation, best practices",FAANG
Q00164,ROLE005,SK068,Explain the fundamentals of skill SK068 for ROLE005.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK068.","SK068, fundamentals, implementation, best practices",Startup
Q00165,ROLE005,SK069,Explain the fundamentals of skill SK069 for ROLE005.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK069.","SK069, fundamentals, implementation, best practices",Mid-size
Q00166,ROLE006,SK044,Explain the fundamentals of skill SK044 for ROLE006.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK044.","SK044, fundamentals, implementation, best practices",Mid-size
